City,Description,Temperature (F),Feels like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Boston,overcast clouds,36.98600000000007,28.382000000000016,33.15200000000008,39.524000000000015,1008,73,6.17,2024-02-22 19:37:03,2024-02-22 06:31:36,2024-02-22 17:24:20
